Num	title [nt.= no title]	extent	ms/xyl	lang/script	dimension	subject - 1	subject - 2
31	Ye shes mkha' 'gro bde chen rgyal mo'i gsol 'debs bden pa gnyis kyi myu gu dngos grub 'byung gnas zhes bya ba bzhugs so/	5 ff	xyl	bo-Latn-x-EWTS	32 x 8	Ritual.	Buddhism--Rituals--Texts.
32	Klong chen snying gi thig le:  Nang sgrub rig 'dzin 'dus pa bzhugso/	11 ff	xyl	bo-Latn-x-EWTS	35 x 10	Ritual.	Buddhism--Rituals--Texts.
33	[misc] Klong chen snying thig...	12 ff	xyl	bo-Latn-x-EWTS	34 x 10	Ritual.	Buddhism--Rituals--Texts.
34	Klong chen snying gi thig le las/  'Pho ba ma sgom sangs rgyas bzhugso/	12 ff folded, bound	ms	bo-Latn-x-EWTS	16 x 7	Ritual.	Buddhism--Rituals--Texts.
35	Bka' srung sman btsun mched lnga'i phrin las dpag bsam yongs 'du dang 'brel ba'i tshogs mchod phan bde'i rna cha zhesby ba bzhug so/	5 ff	xyl	bo-Latn-x-EWTS	32 x 9	Ritual.	Buddhism--Rituals--Texts.
36	Zangs mdog dpal ri'i smon lam/  Dpal ri'i gsang lam zhes bya ba bzhugs so:	[incomplete?]	ms	bo-Latn-x-EWTS	23 x 6	Prayers.	Buddhism--Prayers and devotions.
37	nt. Kun mkhyen chen po'i mchod brgyad kyi gsol 'debs ni/	3 ff	ms	bo-Latn-x-EWTS	32 x 9	Prayers.	Buddhism--Prayers and devotions.
38	Bde can zhing gi smon lam bzhugs so	5 ff	xyl	bo-Latn-x-EWTS	30 x 9	Prayers.	Buddhism--Prayers and devotions.
39	Klong chen snying tig gi sngon 'gro'i rig 'don...[illeg]	31 ff [incompl]	xyl	bo-Latn-x-EWTS	30 x 8	Ritual.	Buddhism--Rituals--Texts.
40	nt: Rdzogs pa chen po klong chen snying thig gi brgyud 'debs byin rlabs char rgyun bzhugs	2 ff	xyl	bo-Latn-x-EWTS	32 x 9	Prayers.	Buddhism--Prayers and devotions.
41	nt: Tshogs byon	1 f	xyl	bo-Latn-x-EWTS	36 x 9	Prayers.	Buddhism--Prayers and devotions.
42	 'Phrul zhig kun bzang bla ma'i 'khrung rabs gsol 'debs dang jo bo thugs rje chen po'i brgyud 'debs bcas bzhugs so	3 ff	xyl	bo-Latn-x-EWTS	33 x 9	Prayers.	Buddhism--Prayers and devotions.
43	Klong chen snying gi thig le las:  'pho ba ma bsgoms sangs rgyas bzhugs:  chos sku 'grub pa'i 'brel legs	2 ff	ms	bo-Latn-x-EWTS	32 x 8	Ritual.	Buddhism--Rituals--Texts.
44	nt. extract from a Chos spyod	ff 35-38	xyl	bo-Latn-x-EWTS	32 x 10	Rnying-ma-pa (Sect)--Doctrines.	Buddhism--Doctrines.
45	nt. extract from a Thar pa'i them skas	ff 2-5	xyl	bo-Latn-x-EWTS	33 x 9	Prayers.	Buddhism--Prayers and devotions.
46	Klong chen snying gi thig le las:  nang sgrub rig 'dzin 'dus bzhugs	10 ff	xyl	bo-Latn-x-EWTS	33 x 9	Ritual.	Buddhism--Rituals--Texts.
47	Nyams chag sdig sgrib thams cad bshags pa'i rgyal po na rag dong sprug bzhugs so	13 ff	xyl	bo-Latn-x-EWTS	31 x 9	Ritual.	Buddhism--Rituals--Texts.
48	Klong chen snying thig las/  brgyud pa'i gsol 'debs bzhugs	6+1+1+2+3+1+4+4+2 ff	ms	bo-Latn-x-EWTS	32 x 9	Ritual.	Buddhism--Rituals--Texts.
49	Klong chen snying gi thig le las:  gzhi lam 'bras bu'i smon lam bzhugs	2... ff	xyl	bo-Latn-x-EWTS	31 x 8	Prayers.	Buddhism--Prayers and devotions.
50	Klong chen snying gi thig le las:  gcod yul mkha' 'gro'i gad rgyangs zhes bya ba bzhugs so	8 ff	xyl	bo-Latn-x-EWTS	32 x  9	Ritual.	Buddhism--Rituals--Texts.
51	Klong chen snying gi thig len las:  gcod yul mkha' 'gro'i geng rgyang kyi brgyud pa'i gso; 'debs dpa' ba'i gyad glu zhes bya ba bzhugs so	33 ff	ms	bo-Latn-x-EWTS	33 x 9	Prayers.	Buddhism--Prayers and devotions.
52	Sngon 'gro'i khrid dmigs brdor bsdus pa skad go bde bar brjod pa blun po la bzhad pa zhes bya ba bzhugs so	6... ff concertina	ms	bo-Latn-x-EWTS	29 x 9	Ritual.	Buddhism--Rituals--Texts.
53	Sngon 'gro'i khrid dmigs mdor phal skad go bde bar brjod pa glun pos blun pol bshad ba zhes bya ba bzhugs so	12 ff folded, bound	ms	bo-Latn-x-EWTS	28 x 10	Ritual.	Buddhism--Rituals--Texts.
54	Dpal sprul rin che'i tshogs glu mgur bzhugso	4 ff	ms	bo-Latn-x-EWTS	31 x 10	Poetry--Religious aspects.	Buddhist poetry.
55	Klong chen snying gi thig las la spungs gtor bsdus pa dang dkar gsur zhing khams kun khyab dmar dsur 'dod yon rgyam tsho gson gzhin gyi bsngo ba nyi ma'i 'od zer dus mthar gdab pa'i smon lam bcas bzhugs so	25+1 ff	ms	bo-Latn-x-EWTS	33 x 10	Prayers.	Buddhism--Prayers and devotions.
56	Thugs dam rgyud bskul gsol 'debs dge legs byin rlabs 'khyil pa'i rgya mtsho zhes bya ba bzhug	2...+1 ff	xyl	bo-Latn-x-EWTS	31 x  9	Prayers.	Buddhism--Prayers and devotions.
57	Rdo rje g.yu sgron ma'i gsol 'debs mchod sman btsun ma gul rgyan bzhugs so			bo-Latn-x-EWTS	30 x 9	Prayers.	Buddhism--Prayers and devotions.
58	Klong chen snying gi thig le las/  ... [illeg.]	17... ff	xyl	bo-Latn-x-EWTS	32 x 9	Ritual.	Buddhism--Rituals--Texts.
59	Rje thams cad mkhyen pa tsong kha pa chen po blo bzang grags pa'i dpal gyi bka' 'bum kha ba'i dkar chag bzhugs so	507 ff	xyl	bo-Latn-x-EWTS	53 x 9 cm	Buddhism--Doctrines.	
60	Rje thams cad mkhyen pa tsong kha pa chen po blo bzang grags pa'i dpal gyi bka' 'bum ga ba'i dkar chag bzhugs so	[multiple]	xyl	bo-Latn-x-EWTS	53 x 9 cm	Buddhism--Doctrines.	
61	Mkhas grub thams cad mkhyen pa dge legs dpal bzang po'i gsung 'bum kha pa'i dkar chag bzhugs so	[multiple]	xyl	bo-Latn-x-EWTS	53 x 9 cm	Buddhism--Doctrines.	
62	Rje thams cad mkhyen pa tsong kha pa chen po blo bzang grags pa'i dpal gyi bka' 'bum ka ba'i dkar chag bzhugs so	260, 223 ff	xyl	bo-Latn-x-EWTS	53 x 9 cm	Buddhism--Doctrines.	
63	Rje thams cad mkhyen pa tsong kha pa chen po blo bzang grags pa'i dpal gyi bka' 'bum ca ba'i dkar chag bzhugs so	335 ff	xyl, red ink	bo-Latn-x-EWTS	72 x 23 cm	Kanjur.	
64	Mkhas grub thams cad mkhyen pa dge legs dpal bzang po'i gsung 'bum ka pa'i dkar chag bzhugs so	330 ff	xyl	bo-Latn-x-EWTS	53 x 9 cm	Buddhism--Doctrines.	
65	[Bka' rgyur volume Lu]	337 ff	xyl	bo-Latn-x-EWTS	53 x 9 cm		
66	Theg pa chen po rgyud bla ma'i TIkka bzhugs so	436 ff	xyl	bo-Latn-x-EWTS	53 x 9 cm		
67	Legs par bshad pa chos mngon rgya mtsho'i snying pa bzhugs pa'i dbu'i phyogs lags	312, 274 ff	xyl	bo-Latn-x-EWTS	53 x 9 cm		
68	Tshad ma rnam 'grel gyi tshig le'ur byas pa'i rnam bshad thar lam phyin ci ma log par gsal bar byed pa zhes bya ba bzhugs so	[multiple]	xyl	bo-Latn-x-EWTS	53 x 9 cm		
69	Mkhas grub thams cad mkhyen pa dge legs dpal bzang po'i gsung 'bum nga ba'i dkar chag bzhugs so	574 ff	xyl	bo-Latn-x-EWTS	32 x 9 cm	Tripiṭaka. Sūtrapiṭaka. Prajñāpāramitā.	Wisdom literature.
70	Rje thams cad mkhyen pa tsong kha pa chen po blo bzang grags pa'i dpal gyi bka' 'bum ga ba'i dkar chag bzhugs so	44 ff	ms	bo-Latn-x-EWTS	31 x 11	Tripiṭaka. Sūtrapiṭaka. Prajñāpāramitā.	Wisdom literature.
71	 'Phags pa shes rab kyi pha rol tu phyin pa brgyad stong pa bzhugs so	142, 13, 1	xyl	bo-Latn-x-EWTS	31 x 11	Tripiṭaka. Sūtrapiṭaka. Prajñāpāramitā.	Wisdom literature.
72	 'Phags pa shes rab kyi pha rol tu phyin pa rdo rje gcod pa zhes bya ba theg pa chen po'i mdo	37-440 ff	xyl	bo-Latn-x-EWTS	64 x 17	Tantra.	
73	Rin 'byung snar thang brgya rtsa rdor 'phreng bcas nas gsungs pa'i bris sku mthong ba don ldan bzhugs so	[multiple]	xyl	bo-Latn-x-EWTS	53 x 9 cm		
74	[ Rgyud - vol. Ja - incomplete]	[multiple]	xyl	bo-Latn-x-EWTS	53 x 9 cm		
75	Rje thams cad mkhyen pa tsong kha pa chen po blo bzang grags pa'i dpal gyi bka' 'bum da ba'i dkar chag bzhugs so	[multiple]	xyl	bo-Latn-x-EWTS	53 x 9 cm	Buddhism--Doctrines.	
76	Rje thams cad mkhyen pa tsong kha pa chen po blo bzang grags pa'i dpal gyi bka' 'bum na ba'i dkar chag bzhugs so	[multiple]	xyl	bo-Latn-x-EWTS	53 x 9 cm	Buddhism--Doctrines.	
77	Rje thams cad mkhyen pa tsong kha pa chen po blo bzang grags pa'i dpal gyi bka' 'bum tha ba'i dkar chag bzhugs so	346 ff	xyl	bo-Latn-x-EWTS	53 x 9 cm	Tripiṭaka. Sūtrapiṭaka. Prajñāpāramitā.	Wisdom literature.
78	Rje thams cad mkhyen pa tsong kha pa chen po blo bzang grags pa'i dpal gyi bka' 'bum kha ba'i dkar chag bzhugs so	190, 43, 247 ff	xyl	bo-Latn-x-EWTS	53 x 9 cm	Buddhism--Doctrines.	
79	Rnam bshad snying po rgyan bzhugs sa [sic*]	[multiple]	xyl	bo-Latn-x-EWTS	53 x 9 cm		
80	Mkhas grub thams cad mkhyen pa dge legs dpal bzang po'i gsung 'bum ja pa'i dkar chag bzhugs so	[multiple]	xyl	bo-Latn-x-EWTS	53 x 9 cm	Buddhism--Doctrines.	
81	Mkhas grub thams cad mkhyen pa dge legs dpal bzang po'i gsung 'bum nya pa'i dkar chag bzhugs so	[multiple]	xyl	bo-Latn-x-EWTS	53 x 9 cm	Buddhism--Doctrines.	
82	Byang chub sems dpa'i spyod pa la 'jug pa'i rnam bshad rgyal sras 'jug ngogs bzhugs so	[multiple]	xyl	bo-Latn-x-EWTS	53 x 9 cm	Mahayana Buddhism--Sacred books.	
83	Rje thams cad mkhyen pa tsong kha pa chen po blo bzang grags pa'i dpal gyi bka' 'bum pha ba'i dkar chag bzhugs so	[multiple]	xyl	bo-Latn-x-EWTS	53 x 9 cm	Buddhism--Doctrines.	
84	Mkhas grub thams cad mkhyen pa dge legs dpal bzang po'i gsung 'bum cha pa'i dkar chag bzhugs so	[multiple]	xyl	bo-Latn-x-EWTS	53 x 9 cm	Buddhism--Doctrines.	
85	Mkhas grub thams cad mkhyen pa chen pa'i gsung 'bum a pa'i dkar chag bzhugs [sic*]	[multiple]	xyl	bo-Latn-x-EWTS	53 x 9 cm	Buddhism--Doctrines.	
86	Rje thams cad mkhyen pa tsong kha pa chen po blo bzang grags pa'i dpal gyi bka' 'bum ba pa'i dkar chag bzhugs so			bo-Latn-x-EWTS		Buddhism--Doctrines.	
87	Mkhas grub thams cad mkhyen pa dge legs dpal bzang po'i gsung 'bum ga pa'i dkar chag bzhugs so			bo-Latn-x-EWTS		Buddhism--Doctrines.	
88	Klong chen snying gi thig le las/  bstan srung dam can rgya mtsho'i ru mtshon mnga' gsol bzhugs ?rod	3 + 2 ff	xyl	bo-Latn-x-EWTS	31 x  9	Prayers.	Buddhism--Prayers and devotions.
89	Om: Klong chen snying gi thig le las gcod yul mkhro gad byar zhes bya ba bzhugso	7 ff	ms	bo-Latn-x-EWTS	33 x 10	Ritual.	Buddhism--Rituals--Texts.
90	Um: Zhing skyong ngur khrod lha mo'i gsol mchod bzhugs so	4 ff	xyl	bo-Latn-x-EWTS	31 x 9	Prayers.	Buddhism--Prayers and devotions.
91	Um: Klong chen snying gi thig le las:  Bka' srung sman btsun mched lnga'i phrin las dpag bsam yangs 'du bzhugs	4 ff	xyl	bo-Latn-x-EWTS	31 x  9	Prayers.	Buddhism--Prayers and devotions.
92	Klong chen snying gi thig le las:  'pho ba ma bsgom rgyas bzhugs so	4 ff (incompl.)	ms	bo-Latn-x-EWTS	24 x 8	Ritual.	Buddhism--Rituals--Texts.
93	nt. DA ma ru'i bzhad pa bzhugs so	2 ff	ms	bo-Latn-x-EWTS	37 x  8	Ritual.	Buddhism--Rituals--Texts.
94	Lam rim shar sgom gnad don kun tshang bzhugs so	3 ff	xyl	bo-Latn-x-EWTS	30 x 9	Spiritual life--Buddhism.	
95	Dpal rdo rje gzhon nu phur pa 'dus pa'i dkyil 'khor mchod cing sgrub pa'i las byang chen mo rig 'dzin rgya mtsho'i zhal lung khrag 'thung rnam par rol ba'i dga' ston zhes bya ba bzhugso	55 ff	ms	bo-Latn-x-EWTS	36 x 9	Ritual.	Buddhism--Rituals--Texts.
96	nt.  	1 ff	cover		34 x 8		
97	Yid bzhin 'khor lo'i rgyun khyer 'chi med bcud spungs zhes bya ba bzhugs so	3 ff (bound taped)	xyl	bo-Latn-x-EWTS	30 x 9	Ritual.	Buddhism--Rituals--Texts.
98	Rje btsun sgrol ma'i dgung 'bod bzhugs so	5 ff (bound taped)	xyl	bo-Latn-x-EWTS	30 x 9	Ritual.	Buddhism--Rituals--Texts.
99	Snyigs ma'i rgud pa zhi ba'i gsol 'debs bzhugs so	3 ff (bound taped)	xyl	bo-Latn-x-EWTS	30 x 9	Ritual.	Buddhism--Rituals--Texts.
100	Snyigs ma'i rgud pa zhi ba'i gsol 'debs bzhugs so	3 ff (bound taped)	xyl	bo-Latn-x-EWTS	30 x 9	Ritual.	Buddhism--Rituals--Texts.
101	Zab lam bla ma mchod pa bde stong dbyer med ma dpal 'khor lo sdom pa dang 'brel ba'i rnal 'byor nyams su len tshul gyi cho ga nag 'gros su bkod pa zhar byung dang bcas pa snyan brgyud bdud rtsi'i zil thig zhes bya ba bzhugs so	56 ff	xyl	bo-Latn-x-EWTS	31 x 9	Ritual.	Buddhism--Rituals--Texts.
102	Zab lam bla ma mchod pa bde stong dbyer med ma dpal 'khor lo sdom pa dang 'brel ba'i rnal 'byor nyams su len tshul gyi cho ga nag 'gros su bkod pa zhar byung dang bcas pa snyan brgyud bdud rtsi'i zil thig zhes bya ba bzhugs so	42 ff	xyl	bo-Latn-x-EWTS	31 x 9	Ritual.	Buddhism--Rituals--Texts.
103	Zab lam dga' ldan lha brgya ma'i rnal 'byor nyams su len tshul snyan brgyud zhal shes lhug par bkod pa'i man ngag rin chen gter byi bang mdzod ces bya ba bzhugs so	44 ff	xyl	bo-Latn-x-EWTS	31 x 9	Spiritual life--Buddhism.	
104	Skyangs 'gro dang dge ba bcu nyams su len tshul mdor bsdus zhar byung dang bcas pa thar 'dod lam gsal sgron me zhes bya ba bzhugs so	47 ff	xyl	bo-Latn-x-EWTS	31 x 9	Spiritual life--Buddhism.	
105	Dben gnas stag brag ri khrod du gsung rgyun rgyal ba'i bstan srung rnams kyi gtor chog bskang gso cha lag dang bcas pa dam can dgyes ba'i sbrin phung zhes bya ba bzhugs so	117 ff	xyl	bo-Latn-x-EWTS	32 x  9	Ritual.	Buddhism--Rituals--Texts.
106	Bsangs chung yid bzhin nor bu bzhugs so	9 ff	xyl	bo-Latn-x-EWTS	26 x 9	Ritual.	Buddhism--Rituals--Texts.
107	Gong sa lnga pa'i 'jags sgrigs snang ba'i rta thugs dkar po bzhugs so	8 ff	xyl	bo-Latn-x-EWTS	26 x 9	Prayers.	Buddhism--Prayers and devotions.
108	nt. [margin] Bsangs chung	2-7 ff folded	xyl	bo-Latn-x-EWTS	27 x 8	Prayers.	Buddhism--Prayers and devotions.
109	Gong sa 'dren mchog chen por zhabs brtan du gsol ba dpag bsam ljon shing zhes bya ba bzhugs so	2 ff folded	print	bo-Latn-x-EWTS	26 x 9	Prayers.	Buddhism--Prayers and devotions.
110	Seng ge'i gdong pa can gyi mdo bzhugs so	5 ff folded	xyl 	bo-Latn-x-EWTS	28 x 8	Ritual.	Buddhism--Rituals--Texts.
111	Phag mo'i smre bshags bzhugs so	3 ff	xyl 	bo-Latn-x-EWTS	31 x 9	Ritual.	Buddhism--Rituals--Texts.
112	Dpal dus kyi 'khor lo'i bla ma lha tshogs la gsol 'debs dngos grub kun'byung dang /  shambha la'i smon la/  dus 'khor smon lam bcas bzhugs so	7 ff	xyl	bo-Latn-x-EWTS	28 x 9	Prayers.	Buddhism--Prayers and devotions.
113	Dpal dud kyi 'khor lo'i bla ma tshogs la gsol 'debs dngos grub kun 'byung dang /  shambha la'i smon la/  dus 'khor smon lam bcas bzhugs so 	10 ff	xyl	bo-Latn-x-EWTS	32 x 9	Prayers.	Buddhism--Prayers and devotions.
114	Dang po'i sangs rgyas dus kyi 'khor lo la brten pa'i zab lam bla ma'i rnal 'byor grub 'dren pa'i shing rta zhes bya ba bzhugs so	5 ff	xyl	bo-Latn-x-EWTS	31 x 9	Ritual.	Buddhism--Rituals--Texts.
115	Dang po'i sangs rgyas dus kyi 'khor lo la brten pa'i zab lam bla ma'i rnal 'byor grub 'dren pa'i shing rta zhes bya ba bzhugs so	5 ff	xyl	bo-Latn-x-EWTS	31 x 10	Ritual.	Buddhism--Rituals--Texts.
116	Gnas brtan phag mchog bzhugs so	9 ff folded	xyl	bo-Latn-x-EWTS	27 x 8	Ritual.	Buddhism--Rituals--Texts.
117	Byang chub ltung bzhags/  bzang spyod/  byams smon bcas bzhugs so	20 ff	xyl	bo-Latn-x-EWTS	26 x 9	Confession (Liturgy)	
118	Jo bo rin po che'i smonlam 'dodpa'i 'bras bu ster mdzad dang /  'dod don smon tshig drang srong shis brjod 'dod pa kun 'jo zhes bya ba bzhugs so	11 ff	xyl	bo-Latn-x-EWTS	27 x 9	Prayers.	Buddhism--Prayers and devotions.
119	Bla ma mchod pa'i cho ga la brten nas zhing dam par mkha' 'gro'i brtan bzhugs 'bul tshul lhan thabs su bkod pa bzhugs so	8 ff	xyl	bo-Latn-x-EWTS	31 x 9	Ritual.	Buddhism--Rituals--Texts.
120	Mkhas grub sangs rgyas ye shes kyis mdzad pa'i ja mchod bde chen kun bzang bzhugs so	2 ff 	xyl	bo-Latn-x-EWTS	31 x 9	Prayers.	Buddhism--Prayers and devotions.
121	Sdom gsum ldan pas nyinzhagphrugs gcig la nyams lan ji ltar bya ba'i tshul nor bu rnam par bkra ba'i mdzad rgyan	19 + 1 ff	xyl	bo-Latn-x-EWTS	26 x 8	Ritual.  	Buddhism--Rituals--Texts.  
122	nt [Dpal ldan lha mo gtor cho ga]	14 ff	xyl	bo-Latn-x-EWTS	26 x 8	Ritual.	Buddhism--Rituals--Texts.
123	Dmar gsur la rten gnas rang gzhan gyi 'chi ba bslu ba bzhugs	4 +3 ff	xyl	bo-Latn-x-EWTS	34 x 10	Ritual.	Buddhism--Rituals--Texts.
124	nt Brda' mdzod zab rgya las gsung rdo rje snang ba mtha' yas kyi bsgrub thabs bzhugs	3 + 2 + 1 ff	xyl	bo-Latn-x-EWTS	25 x 9	Ritual.	Buddhism--Rituals--Texts.
125	Kha che pha lu'i 'jig rten las 'dras rtsis lugs kyi bslabs bya ba bzhugso	28 ff folded	xyl	bo-Latn-x-EWTS	26 x 9	Prayers.	Buddhism--Prayers and devotions.
126	 'Phags yul rdo rjegdan gyi bstod pa dang 'dod smon zung du 'brel ba zla ba bdud rtsi'i lang tsho zhes bya ba bzhugs so	4 ff	xyl	bo-Latn-x-EWTS	25 x 9	Prayers.	Buddhism--Prayers and devotions.
127	 'Phags yul rdo rjegdan gyi bstod pa dang 'dod smon zung du 'brel ba zla ba bdud rtsi'i lang tsho zhes bya ba bzhugs so	4 ff	xyl	bo-Latn-x-EWTS	25 x 9	Prayers.	Buddhism--Prayers and devotions.
128	Gsung mgur shar gangs ri ma bzhugs	5 ff folded	xyl	bo-Latn-x-EWTS	27 x 8	Poetry--Religious aspects.	Buddhist poetry.
129	Gser 'od rnga sgra zhes bya ba'i gzungs bzhugs so	11 ff folded	xyl	bo-Latn-x-EWTS	27 x 8	Ritual.	Buddhism--Rituals--Texts.
130	lTung bshags/  Skyi bshags/  Gtso rgyal ma/  Bzang spyod/  Byams  sman/  Spyod 'jug/  Thog tha' ma/  Bde smon/  Ji srid ma/  Byams pa'i sku gzugs/  Bde chen lhun grub/  Bar do'i gsol 'debs/  Blo bzang rgyal bstan ma/  Rje rin po che'i bstan pa dang mjal ba'i smon lam bcas bzhugs so	8+10+5+6+9+5+5 ff	xyl	bo-Latn-x-EWTS	33 x 9	Prayers.	Buddhism--Prayers and devotions.
131	nt Rdo rje sems dpa'i gsang ba dri med las	11 ff folded	xyl	bo-Latn-x-EWTS	33 x 9	Prayers.	Buddhism--Prayers and devotions.
132	nt Rdo rje sems dpa'i gsang ba dri med las	11 ff folded	xyl	bo-Latn-x-EWTS	33 x 9	Prayers.	Buddhism--Prayers and devotions.
133	Bden tshig 'grubpa'i Pra Ne d+ha rnam mkhyan ?srong? 'jug ces bya ba bzhugs	3 ff	xyl	bo-Latn-x-EWTS	35 x 10	Spiritual life--Buddhism.	
134	Sprul sku Karma gling pa'i gter byon badzra gu ru'i phan yon dang 'bru 'grel bzhugs so	10 ff	xyl	bo-Latn-x-EWTS	27 x 10	Spiritual life--Buddhism.	
135	Rgyal ba'i sras kyi lag len sum cu so bdun ma bzhugs so	7 ff	xyl	bo-Latn-x-EWTS	36 x 10	Prayers.	Buddhism--Prayers and devotions.
